bursts	58	144
diagnosis	58	210
drift	58	171
exploratory	58	120
game	58	303
generators	58	143
integrates	58	123
integrator	58	186
interneurons	58	262
jump	58	144
lacks	58	278
minimizer	58	131
pitch	58	279
remote	58	130
segregation	58	125
tube	58	132
xor	58	298
arithmetic	57	171
ball	57	152
bertsekas	57	151
contextual	57	172
feeding	57	118
pac	57	201
patients	57	212
programmable	57	156
retraining	57	129
winning	57	133
basin	56	114
breiman	56	150
centroid	56	157
disease	56	123
douglas	56	141
eligibility	56	126
item	56	227
mistake	56	198
noticed	56	161
platt	56	201
semantic	56	183
snr	56	266
stereo	56	147
templates	56	216
zhang	56	147
att	55	125
caruana	55	170
commands	55	188
conservative	55	111
electron	55	123
fmri	55	199
fuzzy	55	232
gaze	55	168
gold	55	135
heart	55	146
huber	55	120
inverter	55	115
junction	55	244
protein	55	244
pruned	55	143
rhythmic	55	137
thermodynamic	55	115
approaching	54	122
associations	54	119
children	54	168
climbing	54	167
disparity	54	342
fibers	54	253
german	54	110
inequalities	54	150
lda	54	154
loose	54	133
matlab	54	116
morris	54	109
parisi	54	125
randomized	54	138
replica	54	170
suppression	54	173
swing	54	109
terminals	54	118
viterbi	54	186
vowels	54	197
agents	53	115
cropped	53	221
die	53	113
hippocampal	53	261
lesions	53	143
muscles	53	191
plant	53	260
rosenberg	53	179
scoring	53	160
smolensky	53	155
topological	53	132
vertex	53	137
voiced	53	114
attentional	52	207
avoidance	52	122
brightness	52	116
contraction	52	130
coordination	52	122
experiences	52	111
informally	52	109
kai	52	114
linsker	52	224
mike	52	123
oja	52	191
overlaps	52	151
paid	52	144
rose	52	105
sparsity	52	122
spatio	52	123
thrun	52	226
usage	52	109
yuille	52	175
zemel	52	159
zipser	52	110
balancing	51	128
consonants	51	119
freund	51	132
fusion	51	139
hair	51	168
hit	51	158
kalman	51	304
larsen	51	205
learnable	51	121
minimise	51	122
mos	51	159
music	51	209
obstacles	51	147
patient	51	148
probe	51	149
slice	51	146
aliasing	50	104
bourlard	50	155
bregman	50	104
child	50	153
dietterich	50	174
edelman	50	143
failures	50	135
ffl	50	149
gerstner	50	105
interconnection	50	148
multinomial	50	121
retinotopic	50	135
robinson	50	188
schulten	50	109
signature	50	222
soma	50	160
sufficiency	50	101
wishes	50	117
assembly	49	135
bifurcation	49	283
blue	49	129
bootstrap	49	211
contradiction	49	100
correlogram	49	139
document	49	147
guyon	49	131
monotone	49	105
peterson	49	127
resting	49	99
ridge	49	220
seung	49	133
spatiotemporal	49	124
sustained	49	121
unimodal	49	134
blood	48	147
factorizes	48	102
frontal	48	100
huxley	48	101
interior	48	152
kuhn	48	126
membership	48	133
parents	48	130
rectangle	48	143
std	48	138
tone	48	155
verification	48	156
abstraction	47	117
baird	47	180
buffer	47	141
concentration	47	119
deg	47	132
emission	47	137
leaf	47	187
legal	47	117
lit	47	100
multiscale	47	103
session	47	106
synchrony	47	202
team	47	105
tile	47	173
yale	47	111
barlow	46	102
burden	46	100
discriminative	46	124
encouraged	46	128
envelope	46	129
evoked	46	112
factored	46	99
file	46	98
grammars	46	151
invariances	46	229
lgn	46	305
occlusion	46	144
rain	46	97
realizable	46	103
recursion	46	125
saad	46	126
schapire	46	168
adelson	45	104
artifacts	45	142
atkeson	45	192
cancer	45	153
cart	45	244
chicago	45	108
decorrelation	45	117
denominator	45	112
exposure	45	136
gene	45	126
grids	45	114
horn	45	127
laplacian	45	114
lms	45	196
mdp	45	303
nist	45	105
ocr	45	108
option	45	141
proximity	45	127
scanning	45	124
tensor	45	172
tibshirani	45	113
traffic	45	292
truth	45	116
becker	44	145
bower	44	157
coherence	44	175
completes	44	111
eqn	44	152
fired	44	111
floor	44	113
hofmann	44	106
hubel	44	119
mistakes	44	98
nonnegative	44	127
periphery	44	123
refractory	44	161
route	44	129
vehicle	44	257
walking	44	96
werbos	44	91
aij	43	100
arbor	43	108
automaton	43	160
branching	43	127
durations	43	104
geniculate	43	98
gilbert	43	88
harris	43	129
instructions	43	129
markers	43	100
mlps	43	125
notable	43	121
pdf	43	124
perturbed	43	111
planes	43	106
regulation	43	96
retrieved	43	93
scan	43	178
vivo	43	88
williamson	43	124
audio	42	131
hyperparameters	42	194
landscape	42	104
locked	42	136
microphone	42	107
murphy	42	161
neocortical	42	95
nonstationary	42	110
options	42	153
prototypes	42	187
rats	42	117
resolutions	42	91
ruderman	42	85
sollich	42	107
sorted	42	117
synchronized	42	87
temperatures	42	111
tied	42	103
barrier	41	90
barron	41	126
bipolar	41	170
border	41	127
chervonenkis	41	105
divergences	41	87
exploitation	41	86
fir	41	87
frey	41	94
mitchell	41	96
neuroinformatics	41	95
pij	41	121
potentiation	41	109
separability	41	105
shading	41	108
spring	41	90
transconductance	41	99
zip	41	83
attended	40	86
bradtke	40	85
cohn	40	134
conduction	40	94
cubic	40	87
decoder	40	186
fixation	40	94
hastie	40	104
interpolated	40	82
intracellular	40	81
lange	40	86
macroscopic	40	95
manifolds	40	103
mdl	40	113
observer	40	128
occupy	40	189
positives	40	87
rectified	40	104
scans	40	90
slices	40	82
stick	40	92
sv	40	164
telephone	40	136
valiant	40	109
abu	39	110
baldi	39	115
buhmann	39	113
bursting	39	86
dna	39	121
factorial	39	112
helmholtz	39	107
iso	39	105
landmark	39	89
legs	39	85
mjolsness	39	162
mostafa	39	108
olfactory	39	260
parzen	39	116
pearl	39	94
potassium	39	113
survive	39	124
weiss	39	109
wiesel	39	106
xjj	39	88
yorktown	39	94
exemplar	38	155
hearing	38	88
home	38	112
jain	38	102
kappen	38	118
levin	38	93
meir	38	85
metropolis	38	78
mild	38	89
multimodal	38	100
neighborhoods	38	87
normalised	38	112
omohundro	38	117
unlabelled	38	107
wisdom	38	134
bump	37	98
card	37	154
cold	37	83
critic	37	254
densely	37	76
dtu	37	94
elastic	37	135
ergodic	37	103
foot	37	78
geiger	37	95
gordon	37	88
hamilton	37	113
heeger	37	80
kinetic	37	84
lagged	37	76
microscopic	37	99
oscillating	37	83
parietal	37	136
phi	37	92
rao	37	123
scheduling	37	141
wins	37	76
basins	36	98
benign	36	78
blake	36	77
blocking	36	109
clinical	36	82
economic	36	113
fidelity	36	74
joachims	36	81
mdps	36	129
pyramid	36	189
reinforce	36	73
resonance	36	124
singularities	36	131
vote	36	73
warping	36	107
welch	36	112
ylx	36	141
accumulation	35	73
calcium	35	132
carpenter	35	81
chaos	35	101
games	35	152
grammatical	35	126
hamiltonian	35	76
hull	35	77
instantiation	35	117
learners	35	85
mask	35	125
recurrence	35	99
seed	35	86
shallow	35	87
sleep	35	164
spectrogram	35	82
spot	35	155
sweeping	35	100
tsitsiklis	35	131
wavelets	35	81
aggregate	34	69
bilinear	34	88
bottou	34	81
centres	34	72
convolutional	34	131
dcs	34	76
distal	34	85
dorsal	34	91
fahlman	34	115
genes	34	122
heading	34	118
lagrangian	34	113
losing	34	82
medial	34	93
munro	34	105
permutations	34	70
persistent	34	88
primal	34	92
resistive	34	190
resistor	34	93
security	34	100
spans	34	73
speculate	34	102
steer	34	145
tij	34	81
tokens	34	125
amplifiers	33	79
cerebellar	33	136
cochlea	33	172
deletion	33	73
diffuse	33	67
electrodes	33	87
fij	33	77
formant	33	119
generafive	33	67
graz	33	198
handwriting	33	147
hop	33	68
host	33	86
instruction	33	183
interspike	33	101
littman	33	87
loading	33	80
names	33	86
polarity	33	72
pop	33	81
rasmussen	33	85
rodney	33	79
rosenblatt	33	69
schmidt	33	68
shortcoming	33	75
spreading	33	86
tanaka	33	83
ullman	33	87
walks	33	71
allen	32	70
amplification	32	92
anns	32	109
aronszajn	32	76
bennett	32	66
cauwenberghs	32	101
darker	32	70
factorization	32	81
fish	32	173
foreground	32	69
loaded	32	68
manipulator	32	83
merge	32	131
optimizations	32	89
pools	32	81
ranking	32	145
ray	32	67
reflectance	32	118
regularizer	32	107
roc	32	137
saccade	32	129
stack	32	198
students	32	84
subjective	32	69
token	32	95
topography	32	82
tracker	32	131
validate	32	71
annealed	31	90
carrier	31	86
chauvin	31	93
cole	31	87
completeness	31	69
converter	31	65
def	31	64
depression	31	130
destination	31	66
diagonalization	31	78
goodman	31	106
hemmen	31	71
iee	31	65
intimately	31	84
junctions	31	79
lapedes	31	78
leg	31	148
lighter	31	68
lyapunov	31	138
meta	31	85
morphology	31	66
older	31	118
owl	31	174
pearson	31	95
pole	31	170
razor	31	65
reactive	31	84
resampling	31	74
rivest	31	64
scientist	31	71
slopes	31	78
song	31	190
successor	31	65
textures	31	91
torque	31	112
trading	31	126
aircraft	30	143
alarms	30	70
bregler	30	80
capital	30	69
coin	30	76
collections	30	73
consonant	30	117
entropic	30	117
filling	30	62
fractal	30	78
gesture	30	135
grating	30	110
housing	30	89
impedance	30	62
mcculloch	30	73
mcmc	30	114
mfcc	30	73
multiresolution	30	79
neutral	30	62
occam	30	92
parra	30	61
parsing	30	121
phrases	30	81
pitts	30	70
pollack	30	122
principe	30	114
radar	30	111
recognizers	30	76
tipping	30	70
tract	30	77
ary	29	95
baluja	29	111
basal	29	67
fovea	29	95
heterogeneous	29	60
interfere	29	139
lags	29	104
lowe	29	72
mangasarian	29	67
marcus	29	73
mcnaughton	29	101
nmda	29	94
overtraining	29	67
photoreceptor	29	131
poles	29	79
positioning	29	59
predominantly	29	64
premise	29	65
profit	29	65
resistors	29	81
rhythm	29	98
saccadic	29	162
sessions	29	74
sherrington	29	61
slack	29	90
stationarity	29	70
stock	29	160
styles	29	73
tour	29	91
alarm	28	94
ambiguities	28	58
beam	28	87
bhattacharyya	28	74
blum	28	66
bumps	28	67
cij	28	85
clark	28	59
coordinating	28	62
correlational	28	91
crossings	28	82
dirichlet	28	113
diversity	28	83
eigenfunctions	28	76
hints	28	171
incurring	28	87
insertion	28	86
interneuron	28	92
joints	28	58
kawato	28	153
lesion	28	104
littlestone	28	92
locking	28	82
luminance	28	69
marker	28	84
marr	28	61
mouse	28	148
optimizer	28	72
photoreceptors	28	70
pouget	28	77
rangarajan	28	87
request	28	61
sanger	28	144
schmidhuber	28	99
sensorimotor	28	64
sided	28	72
signatures	28	109
smyth	28	87
somatic	28	129
sontag	28	104
spectrograms	28	61
tonic	28	75
tucker	28	93
aggregation	27	72
albus	27	67
atick	27	82
backgammon	27	95
bidirectional	27	57
buffers	27	77
cameras	27	58
campbell	27	83
cascaded	27	55
colliculus	27	121
cone	27	142
corr	27	58
cosh	27	101
fitness	27	135
impulses	27	68
jij	27	89
lnp	27	56
magnetic	27	103
memoryless	27	83
minsky	27	56
particle	27	91
reflex	27	110
saccades	27	121
salesman	27	56
sat	27	55
semiparametric	27	79
shrinkage	27	84
shunting	27	106
technion	27	59
ventral	27	71
austin	26	68
boyan	26	71
bridle	26	76
ccd	26	112
cerebellum	26	148
clique	26	121
demixing	26	71
dictionary	26	87
elaborated	26	64
episodes	26	72
gaps	26	105
generarive	26	71
hip	26	56
hits	26	59
kevin	26	54
loads	26	59
maze	26	112
merzenich	26	78
nil	26	78
noun	26	68
obermayer	26	86
payoff	26	85
phillips	26	55
phonemic	26	65
pineda	26	75
player	26	98
positional	26	54
preservation	26	60
protocol	26	55
shaping	26	60
shavlik	26	115
shawe	26	115
stripes	26	66
stroke	26	93
transmitter	26	65
verb	26	60
wake	26	96
bauer	25	51
bigram	25	52
capacities	25	74
dendrite	25	130
dsp	25	78
font	25	79
gmd	25	54
goldberg	25	60
gratings	25	51
healthy	25	67
japanese	25	65
labelling	25	72
lipschitz	25	53
mle	25	55
niranjan	25	67
occluded	25	60
opinion	25	60
pomdps	25	123
putative	25	62
responsibility	25	66
revow	25	54
rissanen	25	64
ritter	25	75
routes	25	61
shop	25	51
triangular	25	56
vocal	25	76
aggressive	24	52
bergen	24	59
breast	24	68
budapest	24	77
bulb	24	129
burr	24	64
cauchy	24	70
cliques	24	68
comer	24	53
contacts	24	58
diagonalize	24	62
disturbances	24	63
files	24	51
gas	24	91
gert	24	72
graf	24	65
isi	24	82
lewicki	24	138
losses	24	57
lowpass	24	75
oculomotor	24	83
pedro	24	94
pen	24	115
priming	24	60
quantizer	24	61
radio	24	77
rbfs	24	86
recomputed	24	71
repetition	24	60
rolls	24	54
spiral	24	153
stork	24	105
substructures	24	61
tin	24	77
zador	24	80
assemblies	23	83
coe	23	48
comon	23	80
compartment	23	58
descending	23	82
dist	23	47
ears	23	49
epsp	23	119
kivinen	23	63
memorized	23	69
montr	23	53
mountain	23	47
musical	23	106
novelty	23	73
observables	23	73
organism	23	52
percept	23	51
recomputing	23	61
registers	23	49
specialization	23	68
spinal	23	97
whitened	23	48
acid	22	57
animation	22	52
anterior	22	62
aperture	22	52
asymmetry	22	45
attenuation	22	63
azimuth	22	49
bagging	22	121
bonn	22	52
centroids	22	50
constituents	22	46
crossover	22	92
dbn	22	48
episode	22	58
facilitation	22	55
finger	22	82
invisible	22	64
judd	22	58
keeler	22	65
legendre	22	78
materials	22	54
modality	22	80
mumford	22	47
offline	22	47
particles	22	57
pdfs	22	80
pointers	22	53
priority	22	84
projective	22	46
proteins	22	121
queue	22	95
readings	22	50
replication	22	50
rfs	22	101
rij	22	45
smo	22	84
stacks	22	55
transduction	22	71
venkatesh	22	63
watrous	22	56
wires	22	49
andersen	21	56
atlas	21	48
autoassociative	21	56
broadcast	21	43
catastrophic	21	51
cmac	21	134
contaminated	21	49
cylinder	21	65
delivery	21	65
dichotomies	21	77
dij	21	49
doubly	21	60
exponentiated	21	45
extrapolation	21	45
farber	21	43
fat	21	73
flash	21	83
friction	21	68
frontier	21	43
gardner	21	48
guides	21	47
heads	21	45
hint	21	143
impaired	21	60
iti	21	55
jenkins	21	45
karhunen	21	47
laser	21	61
ltp	21	137
mackey	21	94
mesh	21	49
minimax	21	66
modulatory	21	83
nettalk	21	54
neumann	21	73
players	21	67
pomerleau	21	89
richardson	21	50
schreiber	21	53
sensed	21	43
shepard	21	108
skills	21	112
spario	21	45
stripe	21	67
subnetwork	21	48
suffix	21	121
survival	21	45
targeted	21	49
tension	21	74
tit	21	48
tracing	21	57
volts	21	57
warp	21	45
windowed	21	72
workspace	21	108
ahmad	20	106
aviv	20	50
blumer	20	41
bob	20	48
brainstem	20	53
braun	20	61
cleveland	20	50
clutter	20	45
conclusive	20	71
contralateral	20	66
cord	20	63
dichotomy	20	63
directionally	20	43
distractors	20	59
disturbance	20	60
divisive	20	68
epsilon	20	102
equilibria	20	56
histories	20	60
hyperpolarization	20	48
hysteresis	20	43
interplay	20	55
intracortical	20	61
lobe	20	91
mansour	20	50
maxq	20	60
men	20	41
monocular	20	96
monotonicity	20	101
month	20	63
motors	20	52
multichannel	20	98
neighbourhood	20	59
newsome	20	48
orbit	20	43
organisation	20	42
parr	20	51
perturbative	20	58
pooling	20	54
portfolio	20	85
preprocessor	20	42
proximal	20	69
rating	20	59
replicas	20	45
replicates	20	45
reversible	20	67
rkhs	20	80
servan	20	49
simd	20	99
simoncelli	20	68
slot	20	72
strokes	20	58
stryker	20	44
subtree	20	51
sydney	20	42
tag	20	51
teachers	20	41
tones	20	81
turing	20	43
wan	20	55
ampa	19	55
andreas	19	40
backups	19	51
bootstrapping	19	47
cavity	19	83
chunking	19	67
deformation	19	52
distributional	19	69
dopamine	19	64
drifting	19	53
drucker	19	47
excitability	19	41
fallside	19	42
generations	19	59
gij	19	44
interfering	19	46
knight	19	49
lebiere	19	45
lifetime	19	42
masks	19	48
mika	19	44
murata	19	46
nuisance	19	42
pairing	19	97
regularizers	19	59
relational	19	62
rom	19	40
skin	19	68
splice	19	72
steering	19	78
suzuki	19	49
synchronize	19	39
tags	19	64
uniformity	19	39
vectorial	19	40
walker	19	40
autoencoder	18	66
avlsi	18	48
clockwise	18	42
compensation	18	63
disorders	18	41
distractor	18	45
door	18	38
dyna	18	103
ellipse	18	43
firings	18	46
hands	18	41
illusory	18	48
kanter	18	41
konishi	18	62
kopf	18	70
limb	18	48
molecules	18	78
msr	18	47
neurones	18	45
parse	18	120
parser	18	48
patterned	18	38
percepts	18	43
pratt	18	60
proxy	18	40
psaltis	18	40
reilly	18	44
riemannian	18	62
roth	18	43
saito	18	46
salience	18	39
shattered	18	57
sing	18	37
spirals	18	111
stepsize	18	46
svs	18	70
tuples	18	47
vibration	18	65
weather	18	57
zhou	18	39
anisotropic	17	36
attentive	17	42
attias	17	56
attract	17	49
bonds	17	40
bss	17	61
cars	17	45
cleeremans	17	49
compelling	17	77
compositional	17	71
cooke	17	44
deweerth	17	54
diseases	17	41
doya	17	78
duffy	17	38
eckhorn	17	36
ell	17	35
encodings	17	54
failing	17	42
film	17	41
formants	17	36
freitas	17	44
gallager	17	41
gibson	17	37
gluck	17	87
hancock	17	65
harry	17	38
herault	17	42
hij	17	44
hyvarinen	17	60
informational	17	37
jutten	17	77
landmarks	17	39
leung	17	50
levy	17	45
lights	17	47
lisp	17	45
lookahead	17	52
lpc	17	36
orig	17	41
phonological	17	38
plug	17	44
pointer	17	51
pooled	17	40
purkinje	17	65
resampled	17	35
retention	17	38
retinas	17	38
reuse	17	35
rod	17	81
rohwer	17	59
ruppin	17	74
samuel	17	35
sarsa	17	72
satellite	17	49
schuster	17	44
schuurmans	17	36
segev	17	36
shear	17	41
slots	17	69
snow	17	72
svr	17	71
syllables	17	80
tactile	17	60
towell	17	68
watanabe	17	51
wellekens	17	45
writers	17	37
zones	17	49
acc	16	54
aic	16	50
aii	16	33
akaike	16	51
anandan	16	34
anneal	16	36
arline	16	39
barn	16	96
berry	16	46
boards	16	34
broadband	16	52
cable	16	71
clipped	16	35
clues	16	51
connor	16	44
corrective	16	60
darrell	16	57
deformed	16	35
dog	16	59
dyer	16	48
ess	16	40
fluctuating	16	41
gallant	16	45
heat	16	36
heskes	16	42
hinge	16	72
hopf	16	58
incurs	16	33
interconnect	16	80
intrator	16	100
investment	16	51
jabri	16	99
judgments	16	36
lemmas	16	34
lips	16	38
lund	16	45
lyon	16	66
macro	16	42
mrf	16	70
mutation	16	50
navigating	16	57
nonempty	16	33
ntu	16	40
orr	16	58
perplexity	16	33
precup	16	52
primitives	16	71
refresh	16	47
rtrl	16	57
schaal	16	61
separator	16	51
signalling	16	38
spins	16	65
srm	16	53
subsequences	16	38
winners	16	47
abbreviate	15	34
amino	15	83
analyzers	15	37
battery	15	44
birth	15	33
bond	15	61
caudal	15	65
chunk	15	39
comparator	15	53
concentrations	15	36
cons	15	45
cortico	15	36
depths	15	35
faults	15	91
firm	15	54
flower	15	79
foveal	15	34
frog	15	46
granule	15	51
gupta	15	35
hild	15	35
hole	15	45
iir	15	44
insects	15	35
locomotion	15	74
luo	15	31
markets	15	42
mars	15	98
mill	15	59
myers	15	36
neighbour	15	33
neti	15	35
nick	15	32
nuclear	15	37
offiine	15	37
orthography	15	36
parti	15	59
plants	15	33
plugging	15	34
polynomially	15	57
redlich	15	40
renals	15	47
rhythms	15	43
rnn	15	76
rooted	15	32
ryckebusch	15	31
selverston	15	50
shih	15	48
siu	15	59
spotting	15	44
syndrome	15	40
transparency	15	68
voronoi	15	75
wolff	15	51
writer	15	88
zhu	15	40
zij	15	31
amax	14	43
bach	14	56
bag	14	43
bat	14	58
beats	14	29
bird	14	40
bistable	14	39
blur	14	34
boahen	14	34
camp	14	31
cancellation	14	31
cesa	14	31
chamber	14	29
chinese	14	29
compartmental	14	34
competence	14	43
constancy	14	57
courses	14	39
crick	14	32
cristianini	14	33
cti	14	49
dispersion	14	47
dow	14	47
eddy	14	29
eeckman	14	46
elemental	14	75
erp	14	85
extractor	14	31
filler	14	66
ganglia	14	50
gestures	14	73
hampshire	14	40
hassibi	14	72
hough	14	54
intervention	14	35
kailath	14	46
kanerva	14	87
kempter	14	33
kramer	14	39
marder	14	56
metastable	14	46
monthly	14	40
narendra	14	35
neuneier	14	65
normalising	14	44
numerals	14	29
observability	14	34
pertone	14	29
plp	14	35
prefrontal	14	29
prices	14	39
pyramids	14	39
reconfigurable	14	30
resonant	14	29
schema	14	44
shepherd	14	34
snyder	14	33
spectro	14	57
stereograms	14	40
sung	14	45
tau	14	74
tly	14	29
tongue	14	41
triangulation	14	59
turbulence	14	33
unix	14	34
watts	14	36
yoshizawa	14	29
articulatory	13	80
ase	13	70
bair	13	39
barney	13	33
blasdel	13	39
blob	13	36
bptt	13	33
braitenberg	13	30
bruck	13	49
clipping	13	34
codewords	13	41
consciousness	13	37
contingencies	13	29
cursive	13	70
das	13	46
defer	13	38
echo	13	88
edwards	13	39
elevator	13	55
euclidian	13	34
fanty	13	39
finkel	13	33
frasconi	13	69
fuse	13	35
golden	13	34
graham	13	31
hateren	13	29
horiuchi	13	45
hwang	13	33
hypercolumn	13	46
independencies	13	29
invertebrate	13	33
jackson	13	31
jacobi	13	29
kumar	13	68
kurt	13	35
latencies	13	36
mac	13	34
mainen	13	37
manipulators	13	36
miyata	13	44
mori	13	62
nakano	13	36
neocognitron	13	47
niebur	13	38
nondeterministic	13	42
nyquist	13	27
overshoot	13	34
packet	13	81
predicate	13	30
proprioceptive	13	29
receivers	13	56
regularisation	13	37
ricoh	13	30
scalp	13	70
scheduled	13	38
segmental	13	44
shell	13	33
shortcut	13	40
siegel	13	27
slip	13	41
stefan	13	28
stereopsis	13	27
surgeon	13	51
tdnns	13	71
tenenbaum	13	43
tentative	13	39
touching	13	32
trimming	13	34
ucsf	13	27
vat	13	36
vestibulo	13	70
vin	13	35
visualizing	13	28
wolfe	13	35
xij	13	30
xly	13	79
yamada	13	42
yij	13	35
yjx	13	30
abstractions	12	26
ace	12	44
anomalous	12	27
aperiodic	12	28
apical	12	44
asset	12	56
bcm	12	65
binaural	12	31
birds	12	32
bucket	12	25
canceling	12	33
cardiac	12	34
cones	12	59
conserved	12	29
decoders	12	43
deficit	12	36
delbriick	12	34
dellaert	12	27
disparities	12	30
dong	12	31
donoho	12	31
dreyfus	12	30
elevation	12	44
endpoint	12	36
equivariant	12	30
familiarity	12	81
flop	12	31
grossman	12	39
iiiii	12	41
inn	12	27
ipsilateral	12	49
ism	12	32
karlsruhe	12	26
kirk	12	37
knudsen	12	81
konig	12	33
landauer	12	32
literal	12	43
localist	12	45
lossy	12	30
magnification	12	44
masses	12	32
mips	12	27
mmi	12	38
monosynaptic	12	34
monro	12	26
motoneurons	12	48
pan	12	67
penrose	12	25
perf	12	31
pipeline	12	27
planner	12	54
plaut	12	28
prioritized	12	67
proj	12	27
pronunciation	12	34
regulatory	12	61
renormalizing	12	35
restart	12	38
riken	12	28
rin	12	27
rrt	12	26
saund	12	26
schraudolph	12	46
selector	12	29
server	12	54
sex	12	48
skill	12	52
strip	12	26
subnets	12	43
subsystem	12	52
tebelskis	12	32
tll	12	39
tomita	12	51
tsoi	12	49
tsp	12	67
unclamped	12	27
webb	12	33
weinshall	12	42
wheel	12	29
xie	12	27
acetylcholine	11	48
admission	11	59
antenna	11	51
barnard	11	29
bij	11	25
clauses	11	65
clue	11	31
codeword	11	63
compensatory	11	30
concert	11	60
conscious	11	24
disambiguation	11	27
discriminability	11	26
drug	11	45
earth	11	29
effector	11	37
eij	11	25
fet	11	41
foster	11	24
franco	11	28
hexagonal	11	26
hillclimbing	11	36
hoeffding	11	41
hue	11	24
humphreys	11	39
hyperacuity	11	24
illusion	11	26
incidence	11	26
iwl	11	24
jackknife	11	38
katz	11	29
koiran	11	33
kuo	11	30
kxk	11	26
laminar	11	31
landscapes	11	46
martinetz	11	47
maunsell	11	26
microprocessor	11	26
mosaic	11	33
nasal	11	25
nix	11	32
oxide	11	33
palm	11	35
phonology	11	58
polyhedral	11	32
qij	11	37
quadrants	11	33
rail	11	30
ratings	11	33
roads	11	36
rogers	11	34
rostral	11	41
schwarze	11	37
sel	11	23
skeleton	11	50
somers	11	24
steerable	11	29
thc	11	47
transducer	11	74
trigonometric	11	25
tti	11	23
upright	11	55
violations	11	29
viscosity	11	23
vittoz	11	27
vme	11	35
voicing	11	32
volatility	11	31
winter	11	39
wtx	11	31
wurtz	11	28
yuhas	11	28
accelerator	10	34
acids	10	53
actuator	10	22
aerial	10	21
ans	10	32
arousal	10	44
atoms	10	37
axial	10	25
ballistic	10	26
barkai	10	31
basilar	10	34
bizzi	10	24
blowfly	10	31
borel	10	23
borrowed	10	22
braverman	10	33
bytes	10	32
cai	10	23
calif	10	21
canal	10	37
casey	10	26
clay	10	23
cleaning	10	31
coil	10	31
concavity	10	22
conserving	10	34
correlator	10	27
counterclockwise	10	23
counters	10	33
crites	10	25
cummings	10	38
cumulants	10	25
davies	10	24
deco	10	35
decorrelated	10	25
detections	10	47
dilation	10	39
doom	10	51
dtw	10	43
duff	10	36
efron	10	29
electrons	10	25
electrotonic	10	42
encoders	10	31
eog	10	38
eps	10	25
exponentiation	10	24
extremum	10	23
fatigue	10	32
fingers	10	30
flanking	10	25
gammon	10	52
generatire	10	29
goodhill	10	47
holons	10	23
horne	10	33
ickinger	10	21
ilx	10	26
inh	10	21
interaural	10	66
interconnectivity	10	32
invest	10	21
ishii	10	31
ivaldi	10	37
jayakumar	10	24
kammen	10	35
klein	10	30
knierim	10	26
lesioned	10	37
liver	10	29
lozano	10	27
makeig	10	41
makhoul	10	27
meg	10	21
meyer	10	33
moss	10	63
motoneuron	10	31
mst	10	68
mueller	10	27
mussa	10	40
nadal	10	37
nakayama	10	21
nilsson	10	21
octaves	10	24
odors	10	58
personnaz	10	28
postprocessing	10	22
potts	10	49
psfrag	10	21
psp	10	37
pump	10	23
recruited	10	21
reflexive	10	23
rings	10	29
roi	10	28
rolling	10	48
sato	10	37
schslkopf	10	26
sector	10	30
separations	10	21
snake	10	48
softky	10	32
spence	10	41
stance	10	25
stimulations	10	22
stomatogastric	10	52
successors	10	22
swim	10	29
takens	10	29
tarassenko	10	31
terzopoulos	10	22
tonal	10	30
tours	10	32
transfers	10	23
treisman	10	25
tying	10	26
unrealizable	10	23
utans	10	41
vaadia	10	23
verbs	10	21
vries	10	43
wafer	10	30
wawrzynek	10	28
whitehead	10	23
woodbury	10	24
yellow	10	46
zlx	10	21
zucker	10	24
ala	9	21
alphabets	9	20
arcing	9	26
arma	9	31
articulators	9	22
austrian	9	22
bachrach	9	20
bakiri	9	19
barhen	9	53
beck	9	22
bundle	9	22
buy	9	32
cad	9	33
cards	9	28
carriers	9	19
chaining	9	29
chou	9	21
cities	9	30
coder	9	22
collaterals	9	24
coloring	9	20
commissural	9	23
condensation	9	30
conical	9	26
connecfionist	9	19
crab	9	22
craven	9	35
dag	9	24
diamond	9	59
diffusive	9	19
dnf	9	39
dyadic	9	22
ecg	9	29
endogenous	9	21
etienne	9	31
farmer	9	21
fibres	9	19
fokker	9	34
galland	9	24
golomb	9	19
granger	9	25
grzywacz	9	40
hammerstrom	9	21
harmon	9	19
hermansky	9	20
hines	9	21
hogan	9	32
holographic	9	46
iit	9	19
interconnects	9	27
irreducible	9	21
ivl	9	21
jaw	9	24
keefe	9	27
kohn	9	25
korea	9	19
landing	9	35
latched	9	24
lij	9	22
lobster	9	31
longitudinal	9	20
loud	9	19
lumped	9	26
memorization	9	21
mft	9	42
michie	9	26
mij	9	23
minch	9	27
modem	9	19
molecule	9	54
mrfs	9	40
neck	9	32
newell	9	19
nongaussian	9	20
ode	9	22
ohzawa	9	23
orban	9	20
pact	9	47
pauses	9	24
payoffs	9	20
pes	9	44
plutowski	9	33
portable	9	21
pot	9	36
propositional	9	19
pseudoinverse	9	20
quiet	9	19
rankings	9	27
rear	9	19
reticular	9	32
ridges	9	19
ripple	9	46
sakurai	9	28
sequencing	9	38
siegelmann	9	32
simmons	9	39
singhal	9	21
skeletal	9	25
slonim	9	31
spca	9	40
stm	9	50
stocks	9	57
subclasses	9	19
subgraphs	9	30
taxonomic	9	29
tenorio	9	43
textbook	9	20
tikhonov	9	19
tiles	9	21
trim	9	26
unmixing	9	34
uno	9	49
utilities	9	43
varela	9	20
vij	9	30
